Группы,UUID,Тип,Код,Наименование,Внешний код,Артикул,Единица измерения,Цена: Розничная цена,Закупочная цена,Описание,Минимальная цена,Страна,НДС,Поставщик,Вес,Объем,"Доп. поле: Розничная наценка, %",Доп. поле: Длина,Доп. поле: Ширина,Доп. поле: Высота,Доп. поле: Бренд,Доп. поле: Артикул поставщика,Доп. поле: Артикул производителя,Доп. поле: Кратность отгрузки,Доп. поле: ОЕМ номер
"КАТЕГОРИИ ТОВАРОВ/Салон, интерьер",a2bc7074-87fd-11ec-0a80-05c30050e17b,Товар,1-162149,Фильтр салона угольный ВАЗ 1118 АвтоВаз,В101132v,11180812201083,шт,"510,00","355,70",Фильтр салона угольный ВАЗ 1118 АвтоВаз,"400,00",Россия,20,"ООО ""ТД ВОСХОД""","0,122","0,0017",41,"0,04","0,16","0,27",LADA,101132v,11180812201083,1,11180812201083
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,a68f32b5-9bd4-11ed-0a80-1026000c0422,Товар,1-300953,Крыльчатка вентилятора Г-3302 Бизнес двс Cummins ПРЗП 5181,В99557s,5181,шт,"1500,00","1057,81",Крыльчатка вентилятора Г-3302 Бизнес двс Cummins ПРЗП 5181,"1170,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,41,,,,Н.Новгород,99557s,,1,5181
"КАТЕГОРИИ ТОВАРОВ/Салон, интерьер",af696799-0ea1-11ee-0a80-13ed0028f8ae,Товар,1-317936,"Чехол КПП (гофра) ВАЗ 2108 Балаково Запчасть, 10981 (1шт.)",В176870v,10981,шт,"210,00","147,30","Чехол КПП (гофра) ВАЗ 2108 Балаково Запчасть, 10981 (1шт.)","170,00",Россия,20,"ООО ""ТД ВОСХОД""","0,21","0,252",41,18,14,10,Балаково Запчасть,176870v,2108-1703101,1,10981
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,ba459559-9bd4-11ed-0a80-1026000c0ca9,Товар,1-300937,Кран отопителя Г-3302 электричический 2 выхода,В10507g,458121001,шт,"1400,00","987,84",Кран отопителя Г-3302 электричический 2 выхода,"1090,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,41,,,,Рикор Электроникс (Арзамас),10507g,,1,458121001
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,c17f366f-6631-11ed-0a80-06480009daf8,Товар,10-000006,Вентилятор охлаждения дв.Cummins ISF 2.8L (крыльчатка) дв.560 (в упак.g-PART) (g-PART),КН115811,200518115,шт,"880,00","623,68",Вентилятор охлаждения дв.Cummins ISF 2.8L (крыльчатка) дв.560 (в упак.g-PART) (g-PART),"690,00",,20,"ООО ""КНЯГИНЯ""",0,0,41,,,,g-PART,115811,,1,200518115
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,c1b2afa7-6631-11ed-0a80-06480009dafe,Товар,10-000007,Вентилятор охлаждения дв.Evotech А274 (крыльчатка) на вискомуфту (упак.g-PART) (g-PART),КН111220,2074755,шт,"1500,00","1057,81",Вентилятор охлаждения дв.Evotech А274 (крыльчатка) на вискомуфту (упак.g-PART) (g-PART),"1170,00",,20,"ООО ""КНЯГИНЯ""",0,0,41,,,,g-PART,111220,,1,2074755
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,c420c846-3f9e-11ec-0a80-00d3004fb95d,Товар,2-112252,"Кран отопителя ГАЗ-31105 дв.""Крайслер"", Г-3302 Бизнес дв. 4216 Евро-3 электр. (3 выхода)",051009,8109030-20,шт,"1910,00","1399,30","Кран отопителя ГАЗ-31105 дв.""Крайслер"", Г-3302 Бизнес дв. 4216 Евро-3 электр. (3 выхода)","1540,00",,20,"ООО ""АВТО-ТРАСТ""",185,0,36,110,80,65,Арзамас,051009,РКНУ.8109030-20,1,8109030-20
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,c462ec95-3f9e-11ec-0a80-00d3004fb9ad,Товар,2-112256,"Кран отопителя Г-3302 н/о электр. РКНУ 8109030 (2 выхода) ""LUZAR""",443645,LVE 0306,шт,"1890,00","1385,00","Кран отопителя Г-3302 н/о электр. РКНУ 8109030 (2 выхода) ""LUZAR""","1530,00",,20,"ООО ""АВТО-ТРАСТ""",290,0,36,100,60,50,Luzar,443645,LVE 0306,1,LVE 0306
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,c5a64844-721a-11ed-0a80-0114001bb014,Товар,11-000045,Вентилятор охл 2123 эл ( 8 лоп.) в сборе VIMMER,17_00203864,VMR-21230-1300025,шт,"6970,00","5124,66",Вентилятор охл 2123 эл ( 8 лоп.) в сборе VIMMER,"5640,00",,20,"ООО ""СТМ""",0,0,36,,,,VIMMER,17_00203864,,1,VMR-21230-1300025
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,cbe2fd42-3f9e-11ec-0a80-00d3004fc385,Товар,2-112377,Крыльчатка вентилятора Г-3302 дв. Cummins (голая),083641,83641,шт,"1030,00","756,40",Крыльчатка вентилятора Г-3302 дв. Cummins (голая),"840,00",,20,"ООО ""АВТО-ТРАСТ""",500,0,36,470,470,40,Китай,083641,Ш02846+3848,1,83641
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,cc00123a-3f9e-11ec-0a80-00d3004fc3ad,Товар,2-112379,"Крыльчатка вентилятора Г-3302,Г-2217 (10 лопост.)""Riginal""",079966,RG3302-1308010-10,шт,"320,00","221,70","Крыльчатка вентилятора Г-3302,Г-2217 (10 лопост.)""Riginal""","250,00",,20,"ООО ""АВТО-ТРАСТ""","0,5",0,41,360,360,40,Riginal,079966,RG3302-1308010-10,1,RG3302-1308010-10
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,cc9e4d60-9bd4-11ed-0a80-1026000c1428,Товар,1-300858,"Гидромуфта Г-3302 Бизнес, Next двс Cummins 2.8,  УАЗ 3163 ПЗИ",В120634s,120634s,шт,"2850,00","2093,48","Гидромуфта Г-3302 Бизнес, Next двс Cummins 2.8,  УАЗ 3163 ПЗИ","2310,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,36,,,,Китай,120634s,,1,120634s
"КАТЕГОРИИ ТОВАРОВ/Салон, интерьер",ce017bc5-3f9d-11ec-0a80-00d3004e9d5f,Товар,2-109230,Эмблема руля 1118 (больш.),230627,1118-3402070-02,шт,"150,00","84,00",Эмблема руля 1118 (больш.),"100,00",,20,"ООО ""АВТО-ТРАСТ""","0,01",0,72,10,20,190,Сызрань,230627,1118-3402070-02,1,1118-3402070-02
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,d0a613c4-3f9d-11ec-0a80-00d3004ea164,Товар,2-109277,"Бачок расширительный ""LADA Largus, Renault Logan, X-RAY"" с 2016 г.",236832,8450009504,шт,"1270,00","897,00","Бачок расширительный ""LADA Largus, Renault Logan, X-RAY"" с 2016 г.","990,00",,20,"ООО ""АВТО-ТРАСТ""",280,0,41,128,136,190,Франция,236832,8450009504,1,8450009504
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,d0c4757a-3f9d-11ec-0a80-00d3004ea19b,Товар,2-109279,"Бачок расширительный ""LADA Vesta""",336878,2180-1311023,шт,"780,00","687,50","Бачок расширительный ""LADA Vesta""","760,00",,20,"ООО ""АВТО-ТРАСТ""",205,0,13,180,180,180,Франция,336878,2180-1311023,1,2180-1311023
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,d2b7cdf1-3f9e-11ec-0a80-00d3004fc8b9,Товар,2-112425,"Крышка корпуса термостата УАЗ 100 л.с. ""УМЗ""",033438,421.1306032,шт,"540,00","377,00","Крышка корпуса термостата УАЗ 100 л.с. ""УМЗ""","420,00",,20,"ООО ""АВТО-ТРАСТ""",300,0,41,140,100,100,УМЗ,033438,421.1306032,1,
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,d2d9e687-3f9b-11ec-0a80-00d3004c7748,Товар,2-102905,"Кран отопителя 2101 (керамический) ""BAUTLER""",061238,BTL-0001CH,шт,"490,00","343,90","Кран отопителя 2101 (керамический) ""BAUTLER""","380,00",,20,"ООО ""АВТО-ТРАСТ""",100,0,41,70,55,80,BAUTLER,061238,BTL-0001CH,1,BTL-0001CH
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,d2e61631-3f9b-11ec-0a80-00d3004c775c,Товар,2-102906,"Кран отопителя 2101 (керамический) ""LUZAR""",089944,LV 0101,шт,"640,00","452,00","Кран отопителя 2101 (керамический) ""LUZAR""","500,00",,20,"ООО ""АВТО-ТРАСТ""",140,0,41,70,55,80,Luzar,089944,LV 0101,1,LV 0101
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,d33bdaa9-3f9b-11ec-0a80-00d3004c77d4,Товар,2-102912,"Кран отопителя 2108 (керамический) ""LUZAR""",089945,LV 0108,шт,"560,00","396,00","Кран отопителя 2108 (керамический) ""LUZAR""","440,00",,20,"ООО ""АВТО-ТРАСТ""",310,0,41,130,90,85,Luzar,089945,LV 0108,1,LV 0108
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,d3d7e53a-3f9e-11ec-0a80-00d3004fca35,Товар,2-112444,"Крышка расширительного бачка УАЗ-469 ""УАЗ""",442809,316000131106500,шт,"420,00","295,70","Крышка расширительного бачка УАЗ-469 ""УАЗ""","330,00",,20,"ООО ""АВТО-ТРАСТ""",40,0,41,100,40,50,UAZ,442809,316000131106500,1,316000131106500
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,d89d1ae0-73c6-11ed-0a80-01140082c607,Товар,ПР-000179,"Бачок расширительный Г-3302 н/о с дв.Cummins,3309 Е-4 (с ухом под датчик)  Ставрово",УТ000003727,AV 33023-1311010-10,шт,"490,00","345,00","Бачок расширительный Г-3302 н/о с дв.Cummins,3309 Е-4 (с ухом под датчик)  Ставрово","380,00",,20,ИП Куканов Александр Алексеевич,0,0,41,,,,Ставрово,УТ000003727,,1,AV 33023-1311010-10
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,dc75d874-e9d6-11ec-0a80-060700036582,Товар,7-029714,Насос водяной SKODA Felicia 1.3i 95-01,Ш1293098,PWP1645,,"2010,00","1472,49",Насос водяной SKODA Felicia 1.3i 95-01,"1620,00",,20,"ООО ""ШАТЕ-М ПЛЮС""",0,0,36,,,,PATRON,1293098,PWP1645,1,PWP1645
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,dd275367-73b0-11ed-0a80-03c200268ee8,Товар,1-300711,Крыльчатка вентилятора двс 405 2752-1308011,В14271g,2752-1308011,шт,"1430,00","1009,01",Крыльчатка вентилятора двс 405 2752-1308011,"1110,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,41,,,,ПРЗП,14271g,,1,2752-1308011
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,dd76982e-87fc-11ec-0a80-05c300506f97,Товар,1-160713,Кран отопителя ВАЗ 2108 з-д ДААЗ,В2163v,21080810115000,шт,"260,00","206,11",Кран отопителя ВАЗ 2108 з-д ДААЗ,"230,00",Россия,20,"ООО ""ТД ВОСХОД""","0,131","0,0009",24,"0,14","0,08","0,08",LADA,2163v,21080810115000,1,21080810115000
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,de86b096-3f9d-11ec-0a80-00d3004eb473,Товар,2-109443,"Двигатель охлаждения ""LADA Largus, Renault Logan"" (в сборе с рамкой) без кондиционера ""BAUTLER""",230680,BTL-6000FCC,шт,"4330,00","3183,10","Двигатель охлаждения ""LADA Largus, Renault Logan"" (в сборе с рамкой) без кондиционера ""BAUTLER""","3510,00",,20,"ООО ""АВТО-ТРАСТ""",2600,0,36,730,105,455,BAUTLER,230680,BTL-6000FCC,1,BTL-6000FCC
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,dfeb12b6-3f9b-11ec-0a80-00d3004c85bc,Товар,2-103070,Крыльчатка вентилятора 2110 (8-ми лопастная),008443,KP 70.3730,шт,"360,00","252,00",Крыльчатка вентилятора 2110 (8-ми лопастная),"280,00",,20,"ООО ""АВТО-ТРАСТ""","0,209",0,41,470,470,40,Сызрань,008443,КР 70.3730,1,KP 70.3730
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,dff85f67-3f9b-11ec-0a80-00d3004c85d0,Товар,2-103071,Крыльчатка вентилятора 2121 (фирм.),008953,2121-1308008,шт,"150,00","119,00",Крыльчатка вентилятора 2121 (фирм.),"140,00",,20,"ООО ""АВТО-ТРАСТ""","0,229",0,24,470,470,40,Сызрань,008953,2121-1308008,1,2121-1308008
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,e45e4c89-3f9b-11ec-0a80-00d3004c8bfc,Товар,2-103150,"Крышка помпы 2101 ""LUZAR""",087859,LWP 0101,шт,"1470,00","1037,00","Крышка помпы 2101 ""LUZAR""","1150,00",,20,"ООО ""АВТО-ТРАСТ""",1075,0,41,135,120,115,Luzar,087859,LWP 0101,1,LWP 0101
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,e544cffd-3f9e-11ec-0a80-00d3004fdd6d,Товар,2-112670,"Мотор отопителя УАЗ ""Патриот"" Sanden ""LUZAR"" с 05.2012 г. до 08.2021 г.",427506,LFh 03631,шт,"4410,00","3897,00","Мотор отопителя УАЗ ""Патриот"" Sanden ""LUZAR"" с 05.2012 г. до 08.2021 г.","4290,00",,20,"ООО ""АВТО-ТРАСТ""",2315,0,13,170,160,140,Luzar,427506,LFh 03631,1,LFh 03631
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,ee1ef8d4-3f9d-11ec-0a80-00d3004ec938,Товар,2-109645,"Мотор отопителя ""LADA Largus, Renault Logan"" с кондиционером ""BAUTLER""",087419,BTL-6001FH,шт,"4390,00","3224,70","Мотор отопителя ""LADA Largus, Renault Logan"" с кондиционером ""BAUTLER""","3550,00",,20,"ООО ""АВТО-ТРАСТ""",1930,0,36,200,200,180,BAUTLER,087419,BTL-6001FH,1,BTL-6001FH
"КАТЕГОРИИ ТОВАРОВ/Салон, интерьер",ef65f328-e8cd-11ec-0a80-0c2e00322a33,Товар,1-199394,Фильтр салона ВАЗ 2110 низкий н/образца AMD,В278012и,AMDFC842,шт,"160,00","111,00",Фильтр салона ВАЗ 2110 низкий н/образца AMD,"130,00",,20,"ООО ""ТД ВОСХОД""",0,0,41,,,,AMD,278012и,AMDFC842,1,AMDFC842
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,f104245e-fd83-11eb-0a80-07420027f6a5,Товар,1-037264,Мотор вентилятора на радиатор ВАЗ 2106-10 8 лопастей Hofer,В10727z,HF 626 402,шт,"2060,00","1511,62",Мотор вентилятора на радиатор ВАЗ 2106-10 8 лопастей Hofer,"1670,00",,20,"ООО ""ТД ВОСХОД""",2,"0,0129",36,,,,HOFER,10727z,HF 626 402,1,HF 626 402
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,f21c8455-fd83-11eb-0a80-07420027f73a,Товар,1-037281,"Мотор стеклоочистителя Г-3110 , 3302 STARTVOLT",В100947s,VWF 0108,шт,"2740,00","2008,00","Мотор стеклоочистителя Г-3110 , 3302 STARTVOLT","2210,00",,20,"ООО ""ТД ВОСХОД""","1,4","0,0025",36,,,,STARTVOLT,100947s,VWF 0108,1,VWF 0108
"КАТЕГОРИИ ТОВАРОВ/Салон, интерьер",f2a24dca-3fa5-11ec-0a80-00d30057cb5d,Товар,2-133404,"Фильтр салона Г-3302 ""Легион""",032511,FC-07,шт,"160,00","112,50","Фильтр салона Г-3302 ""Легион""","130,00",,20,"ООО ""АВТО-ТРАСТ""",25,0,41,270,70,35,Легион,032511,ФС-07 (032511),1,FC-07
"КАТЕГОРИИ ТОВАРОВ/Салон, интерьер",f3301de8-3fa5-11ec-0a80-00d30057cbe9,Товар,2-133411,"Фильтр салона Г-3302 NEXT двиг. Cummins (угольный) ""BIG Filter"" GB-9972/C",305841,GB-9972/C,шт,"540,00","382,00","Фильтр салона Г-3302 NEXT двиг. Cummins (угольный) ""BIG Filter"" GB-9972/C","430,00",,20,"ООО ""АВТО-ТРАСТ""",225,0,41,270,230,60,BIG Filter,305841,GB-9972/C,1,GB-9972/C
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,f77bb37d-e8f3-11ec-0a80-0c2e003d9a54,Товар,1-230105,"Мотор отопителя Lada Largus 12-; Renault Logan 08-, Duster 10-; Nissan Almera (G15) 12- (-A/C) Luzar",В66332и,LFH0991,шт,"3340,00","2949,80","Мотор отопителя Lada Largus 12-; Renault Logan 08-, Duster 10-; Nissan Almera (G15) 12- (-A/C) Luzar","3250,00",,20,"ООО ""ТД ВОСХОД""",0,0,13,,,,LUZAR,66332и,LFH0991,1,LFH0991
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,f8908e85-79eb-11ed-0a80-09d10030acbd,Товар,ПР-000335,Корпус термостата дв. 406 без крышки (ПРЗП),АСА014855,406-1306031-10,шт.,"600,00","422,63",Корпус термостата дв. 406 без крышки (ПРЗП),"470,00",,20,"ООО ""АСА КОМПАНИЯ""",0,0,41,,,,ПРЗП,014855,,1,406-1306031-10
КАТЕГОРИИ ТОВАРОВ/Система охлаждения,f8c7c8b5-79eb-11ed-0a80-09d10030acf3,Товар,ПР-000336,Кран отопителя Г-3302 н/о электрический (аналог),АСА006193,8109030,шт.,"1020,00","720,12",Кран отопителя Г-3302 н/о электрический (аналог),"800,00",,20,"ООО ""АСА КОМПАНИЯ""",0,0,41,,,,ПРЗП,006193,,1,8109030
